Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SF,25,82,82,28.5,3.6,8.8,0.416,1.5,4.3,0.361,2.1,4.5,0.468,0.503,1.4,1.9,0.737,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2
SG,23,26,6,24.1,4.5,10.5,0.427,1.4,4.4,0.322,3.1,6.1,0.503,0.495,2.3,3.4,0.685,0.7,3.3,4.0,1.9,1.0,0.9,2.4,3.0,12.8
C,21,10,0,4.2,0.9,1.5,0.6,0.0,0.1,0.0,0.9,1.4,0.643,0.6,0.2,0.2,1.0,0.5,0.9,1.4,0.4,0.0,0.3,0.2,0.6,2.0
SG,23,51,1,16.9,2.2,5.2,0.43,0.9,2.8,0.338,1.3,2.4,0.537,0.521,1.0,1.1,0.893,0.1,1.5,1.7,1.0,0.4,0.1,0.5,0.9,6.4
PF,30,74,74,30.6,7.2,14.1,0.513,0.0,0.2,0.0,7.2,13.9,0.521,0.513,3.5,4.1,0.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0
SG,24,77,17,28.0,3.5,8.8,0.397,1.9,5.1,0.38,1.6,3.7,0.42,0.507,0.9,1.2,0.719,0.7,2.8,3.5,1.3,0.5,0.3,1.0,2.4,9.8
PG,24,20,19,29.2,7.0,16.3,0.426,3.0,7.4,0.399,4.0,8.9,0.449,0.517,2.4,3.2,0.75,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3
PF,33,29,0,7.0,0.7,1.8,0.358,0.0,0.0,0.0,0.7,1.8,0.358,0.358,0.5,0.9,0.519,0.8,0.9,1.7,0.4,0.2,0.2,0.5,1.5,1.8
PG,31,65,63,32.4,4.9,11.9,0.414,1.5,4.3,0.344,3.4,7.6,0.454,0.477,2.8,3.2,0.869,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,14.1
C,25,18,2,5.7,0.7,2.2,0.325,0.1,0.3,0.2,0.7,1.9,0.343,0.338,0.4,0.4,0.875,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,1.9
C,22,27,27,32.1,6.1,10.3,0.59,0.1,0.6,0.25,5.9,9.7,0.611,0.597,1.6,2.3,0.721,3.7,8.6,12.2,1.8,0.3,1.0,2.1,3.4,13.9
PG,25,75,75,35.7,8.2,19.7,0.419,3.1,8.1,0.375,5.2,11.5,0.45,0.497,5.5,6.2,0.892,0.6,3.4,4.0,6.8,0.9,0.4,3.2,2.2,25.1
PG,27,45,23,26.6,4.4,10.8,0.405,0.7,2.3,0.324,3.6,8.5,0.427,0.439,1.2,1.4,0.8,0.2,3.1,3.4,3.7,0.8,0.1,1.7,2.3,10.6
C,22,16,5,25.9,4.9,7.8,0.624,0.1,0.3,0.25,4.8,7.6,0.636,0.628,3.4,4.4,0.761,2.8,5.2,7.9,1.6,0.4,1.7,1.3,1.4,13.2
SG,24,43,0,11.1,2.1,4.3,0.476,1.4,2.8,0.484,0.7,1.5,0.462,0.634,0.1,0.2,0.556,0.2,1.2,1.3,0.5,0.3,0.1,0.6,0.9,5.6
PG,21,9,0,3.0,0.7,1.3,0.5,0.1,0.1,1.0,0.6,1.2,0.455,0.542,0.6,0.6,1.0,0.4,0.0,0.4,0.1,0.0,0.0,0.2,0.2,2.0
PG,39,39,4,11.8,1.5,2.7,0.557,0.1,0.2,0.25,1.5,2.5,0.582,0.566,0.6,0.8,0.75,0.3,1.0,1.3,2.2,0.4,0.0,0.9,1.2,3.7
C,31,76,69,26.4,2.9,6.2,0.466,0.0,0.0,0.0,2.9,6.1,0.469,0.466,2.8,3.6,0.768,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,8.6
PG,19,80,48,28.2,4.9,12.0,0.41,1.6,4.6,0.351,3.3,7.3,0.447,0.478,1.8,2.4,0.737,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,13.2
C,28,72,0,11.6,2.7,6.3,0.432,0.3,0.9,0.387,2.4,5.5,0.439,0.458,1.3,1.6,0.825,1.1,2.3,3.3,0.8,0.3,0.5,0.9,1.6,7.1
PF,24,69,2,14.4,2.1,4.3,0.493,0.0,0.2,0.125,2.1,4.1,0.514,0.497,1.5,2.1,0.739,1.2,2.7,4.0,0.6,0.5,0.3,0.6,1.7,5.8
PG,26,48,7,18.1,2.3,6.3,0.368,1.1,3.2,0.329,1.3,3.1,0.409,0.452,1.2,1.6,0.731,0.3,1.7,2.0,3.5,0.6,0.1,1.2,1.2,6.9
PG,33,44,5,16.1,2.0,4.5,0.434,0.3,1.0,0.341,1.6,3.5,0.461,0.472,0.4,0.5,0.9,0.2,1.5,1.6,2.6,0.3,0.0,1.2,1.2,4.7
SF,21,23,0,16.2,1.9,4.9,0.389,1.1,2.9,0.379,0.8,2.0,0.404,0.5,0.4,0.5,0.833,0.4,1.7,2.1,0.7,0.3,0.3,0.7,1.4,5.3
SF,30,20,19,21.9,2.6,5.2,0.495,0.9,1.9,0.447,1.7,3.3,0.523,0.578,1.3,1.6,0.839,1.2,2.6,3.8,1.4,1.0,0.3,1.0,2.2,7.3
SF,32,27,27,29.9,3.3,6.8,0.492,2.1,4.6,0.456,1.2,2.1,0.569,0.648,1.0,1.1,0.867,0.9,4.0,4.9,2.3,1.4,0.4,0.7,1.7,9.7
SF,22,55,9,11.8,1.3,3.2,0.406,0.4,1.5,0.265,0.9,1.7,0.533,0.469,0.8,1.0,0.8,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.8,3.8
PF,34,30,0,10.2,1.1,3.4,0.32,0.2,1.4,0.171,0.9,2.1,0.419,0.354,0.3,0.5,0.643,0.9,1.9,2.8,0.4,0.3,0.4,0.4,1.3,2.7
PF,36,27,3,25.3,4.6,11.7,0.396,1.7,4.5,0.377,2.9,7.2,0.407,0.468,2.4,2.8,0.842,0.6,2.9,3.5,1.3,0.8,0.8,0.9,2.1,13.3
C,22,81,3,21.1,2.7,6.5,0.41,0.8,2.5,0.337,1.8,4.0,0.455,0.474,1.3,1.8,0.73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5
PF,20,23,1,18.7,2.0,5.1,0.398,1.0,2.7,0.381,1.0,2.4,0.418,0.5,0.3,0.7,0.4,0.7,2.7,3.3,1.0,0.3,1.1,0.8,2.5,5.4
PG,31,29,0,16.0,1.3,4.0,0.336,0.3,1.6,0.222,1.0,2.4,0.408,0.379,1.3,1.5,0.884,0.2,1.6,1.8,2.7,0.8,0.1,0.8,1.4,4.3
PF,24,52,2,9.3,1.0,2.8,0.366,0.2,0.6,0.281,0.8,2.2,0.389,0.397,0.3,0.5,0.654,0.4,1.8,2.1,0.6,0.3,0.2,0.7,1.5,2.5
PF,30,81,81,32.7,6.2,13.2,0.47,0.9,2.9,0.319,5.3,10.3,0.512,0.505,3.8,5.0,0.757,2.4,6.6,9.0,3.3,1.8,1.7,2.4,2.9,17.1
SG,24,77,39,25.5,3.4,9.4,0.36,2.3,6.3,0.363,1.1,3.1,0.354,0.482,1.9,2.3,0.833,0.3,2.0,2.3,1.8,0.7,0.2,1.2,1.7,11.0
SG,24,29,7,22.0,3.0,6.5,0.463,1.6,3.6,0.442,1.4,2.9,0.488,0.585,0.4,0.5,0.867,0.3,2.6,2.9,1.8,0.3,0.2,0.9,1.6,8.0
C,25,79,67,29.3,6.2,11.9,0.522,0.0,0.0,0.0,6.2,11.9,0.522,0.522,2.9,3.9,0.74,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,15.3
PF,25,81,81,34.7,5.0,10.1,0.49,1.2,3.2,0.388,3.7,6.9,0.537,0.551,2.8,4.1,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3.0,14.0
SF,26,28,28,36.3,7.9,17.8,0.443,2.6,6.6,0.387,5.3,11.2,0.476,0.515,5.4,6.1,0.883,0.8,4.4,5.3,2.9,0.8,1.2,1.7,2.8,23.8
SF,31,75,11,23.4,2.5,5.0,0.505,0.6,1.7,0.339,1.9,3.3,0.589,0.562,0.8,1.3,0.626,0.7,3.8,4.5,1.4,1.1,0.5,0.9,1.5,6.4
SG,30,79,65,29.5,3.7,8.1,0.454,1.0,2.7,0.378,2.6,5.3,0.493,0.518,1.3,1.5,0.839,0.4,2.2,2.6,1.7,1.1,0.4,0.9,1.7,9.6
SF,28,15,15,28.7,5.8,12.9,0.451,2.3,6.2,0.366,3.5,6.7,0.53,0.539,4.0,5.0,0.8,0.3,2.3,2.5,3.6,1.0,0.4,2.1,2.3,17.9
PG,21,26,0,19.4,3.9,9.8,0.395,1.7,4.6,0.367,2.2,5.2,0.419,0.48,2.9,3.1,0.95,0.4,2.0,2.3,2.7,0.4,0.3,0.9,2.1,12.4
SG,27,19,19,31.6,4.4,10.3,0.423,1.5,5.2,0.296,2.8,5.2,0.551,0.497,2.2,2.4,0.933,1.0,1.9,2.9,2.7,0.8,0.2,1.4,2.9,12.5
PF,22,24,24,28.8,4.0,9.6,0.42,1.1,3.3,0.329,3.0,6.3,0.467,0.476,2.0,2.7,0.738,1.7,4.9,6.5,3.0,0.9,1.3,2.0,2.7,11.2
PF,27,75,0,15.3,2.3,5.0,0.468,0.8,2.1,0.392,1.5,2.9,0.523,0.551,0.7,0.8,0.794,0.7,2.0,2.7,1.0,0.3,0.2,0.6,1.4,6.2
PF,25,3,0,2.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.7,0.0
C,28,17,0,6.3,0.7,1.4,0.522,0.0,0.1,0.0,0.7,1.3,0.545,0.522,0.4,0.4,1.0,0.2,1.1,1.3,0.3,0.0,0.2,0.4,1.1,1.8
C,19,26,2,17.9,2.2,4.2,0.523,0.0,0.2,0.25,2.2,4.0,0.533,0.528,0.8,1.2,0.7,2.5,2.9,5.4,0.7,0.5,0.9,0.8,2.7,5.2
PF,24,82,34,27.7,3.0,5.1,0.588,0.0,0.0,0.0,3.0,5.1,0.588,0.588,1.8,3.0,0.616,3.3,5.7,9.0,0.8,0.5,0.6,0.7,2.5,7.8
PG,23,78,17,22.4,2.8,6.4,0.442,0.5,1.4,0.361,2.3,5.1,0.464,0.481,1.1,1.4,0.776,0.4,1.9,2.3,4.4,1.2,0.2,1.9,1.6,7.3
PF,20,8,0,6.3,0.8,2.1,0.353,0.3,0.9,0.286,0.5,1.3,0.4,0.412,0.0,0.3,0.0,0.6,0.6,1.3,0.3,0.0,0.3,0.1,0.4,1.8
PF,35,26,26,23.9,3.8,7.3,0.524,1.2,3.0,0.41,2.6,4.3,0.604,0.608,1.6,2.3,0.695,1.6,3.6,5.2,1.7,0.8,0.5,1.0,2.1,10.4
SF,20,81,81,35.1,7.3,16.0,0.459,0.7,2.3,0.3,6.6,13.6,0.486,0.481,5.3,7.0,0.761,1.3,2.3,3.6,2.0,1.0,0.6,2.2,2.0,20.7
PG,19,21,0,8.6,0.9,2.2,0.404,0.2,0.8,0.313,0.7,1.5,0.452,0.457,0.2,0.3,0.667,0.4,1.5,1.9,0.5,0.2,0.1,0.5,0.8,2.2
PG,29,77,77,37.0,6.6,15.6,0.427,2.8,7.1,0.388,3.9,8.5,0.461,0.516,5.2,6.4,0.811,0.7,4.0,4.7,6.4,2.1,0.4,2.9,2.7,21.2
SF,25,8,0,3.4,0.0,1.1,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,0.6,0.8,0.833,0.1,0.3,0.4,0.3,0.1,0.0,0.0,0.0,0.6
SF,25,24,24,29.2,6.1,15.4,0.397,1.9,6.0,0.319,4.2,9.4,0.447,0.459,1.7,2.1,0.8,1.0,2.2,3.3,2.6,1.3,0.4,2.3,3.3,15.8
PF,21,4,0,2.8,0.5,1.5,0.333,0.5,0.8,0.667,0.0,0.8,0.0,0.5,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
C,25,14,4,18.8,2.4,5.5,0.429,0.0,0.0,0.0,2.4,5.5,0.429,0.429,1.8,2.1,0.833,1.5,3.6,5.1,0.6,0.6,1.0,0.9,2.6,6.5
C,29,34,6,11.7,1.4,2.3,0.628,0.0,0.0,0.0,1.4,2.3,0.636,0.628,0.8,1.4,0.587,1.2,2.4,3.6,0.3,0.2,1.1,0.7,1.6,3.7
C,29,81,1,15.2,2.4,4.7,0.505,0.0,0.0,0.0,2.4,4.7,0.508,0.505,1.6,2.0,0.764,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3
PF,30,2,0,8.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.5,1.5,2.0,1.0,0.0,0.0,1.0,0.0,1.5
PG,23,25,25,30.9,5.2,12.2,0.424,2.9,7.6,0.381,2.3,4.6,0.496,0.543,0.8,1.1,0.741,0.6,3.7,4.3,4.7,1.2,0.5,2.0,2.5,14.0
C,21,13,0,9.5,1.7,2.9,0.579,0.2,0.9,0.167,1.5,2.0,0.769,0.605,0.7,0.9,0.75,0.7,1.5,2.2,0.2,0.2,1.1,0.3,1.8,4.2
SF,28,30,2,8.4,0.9,1.6,0.542,0.1,0.5,0.25,0.7,1.1,0.688,0.583,0.5,0.7,0.714,0.4,1.4,1.8,0.1,0.2,0.3,0.2,0.6,2.4
C,25,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0
PG,34,14,2,15.3,1.4,3.9,0.345,0.6,1.9,0.308,0.8,2.1,0.379,0.418,0.1,0.1,0.5,0.3,2.0,2.3,3.9,0.6,0.1,1.4,0.9,3.4
SF,21,29,17,21.2,2.2,4.8,0.457,0.1,0.5,0.286,2.0,4.3,0.476,0.471,1.3,1.8,0.712,1.3,4.0,5.3,1.5,1.3,0.6,0.9,2.1,5.8
SF,24,72,72,33.1,7.7,15.1,0.506,1.8,4.0,0.443,5.9,11.1,0.528,0.565,4.1,4.6,0.874,1.3,5.5,6.8,2.6,1.8,1.0,1.5,1.8,21.2
PG,33,23,23,29.3,5.7,12.7,0.45,2.8,6.8,0.41,2.9,5.9,0.496,0.56,2.3,2.8,0.815,1.0,2.7,3.7,5.8,1.4,0.1,2.0,1.8,16.5
PF,29,75,61,17.0,1.3,2.8,0.454,0.2,0.5,0.325,1.1,2.2,0.485,0.486,0.4,0.8,0.526,0.8,1.5,2.3,0.4,0.6,0.3,0.5,1.3,3.1
PG,28,26,1,24.0,2.7,5.3,0.504,0.2,0.6,0.375,2.5,4.7,0.52,0.525,0.2,0.5,0.333,0.7,2.7,3.3,6.6,1.7,0.4,1.7,1.6,5.8
PF,23,28,28,31.6,7.1,13.0,0.547,1.4,3.4,0.411,5.7,9.6,0.595,0.6,2.6,3.0,0.867,2.2,5.4,7.6,1.6,0.5,1.0,1.4,3.4,18.2
SG,24,62,6,15.8,2.0,5.2,0.394,0.6,2.0,0.314,1.4,3.2,0.443,0.453,1.1,1.5,0.755,0.4,1.6,2.0,1.5,0.6,0.2,0.9,1.5,5.9
PF,22,66,4,13.0,1.3,3.2,0.411,0.0,0.0,1.0,1.3,3.2,0.409,0.414,0.4,0.6,0.675,1.0,1.7,2.7,0.5,0.3,0.1,0.5,1.5,3.0
PF,30,79,1,21.3,4.2,9.8,0.427,2.3,5.8,0.393,1.9,4.0,0.476,0.544,1.5,2.0,0.774,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,12.2
C,21,12,0,4.1,0.3,0.6,0.571,0.0,0.0,0.0,0.3,0.6,0.571,0.571,0.3,0.5,0.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0
SG,21,8,0,2.9,0.3,0.9,0.286,0.1,0.3,0.5,0.1,0.6,0.2,0.357,0.5,0.6,0.8,0.3,0.1,0.4,0.0,0.0,0.3,0.1,0.9,1.1
PF,24,1,0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
C,29,81,81,23.2,2.2,5.1,0.443,0.0,0.0,0.0,2.2,5.0,0.445,0.443,1.4,1.8,0.807,1.6,3.3,4.9,1.2,0.4,1.4,0.9,3.1,5.9
C,25,17,17,31.2,8.8,15.7,0.558,1.9,4.5,0.421,6.9,11.2,0.613,0.618,2.6,3.8,0.688,1.8,8.4,10.2,1.3,0.9,1.5,1.8,1.9,22.0
SF,30,12,0,9.3,0.9,2.0,0.458,0.8,1.8,0.429,0.2,0.3,0.667,0.646,0.3,0.3,1.0,0.1,1.2,1.3,0.8,0.4,0.3,0.4,0.8,2.8
C,20,80,55,21.7,3.8,7.5,0.512,0.4,1.1,0.333,3.5,6.5,0.541,0.535,1.9,2.4,0.811,2.3,4.7,7.0,2.4,1.0,0.6,1.3,2.6,10.0
SF,25,29,13,26.4,4.1,10.9,0.381,2.1,6.1,0.341,2.1,4.8,0.432,0.476,1.1,1.4,0.786,0.7,2.7,3.3,2.6,0.9,0.1,1.0,2.1,11.5
SG,25,9,0,2.3,0.1,0.8,0.143,0.0,0.7,0.0,0.1,0.1,1.0,0.143,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.2
PG,23,10,0,7.9,0.9,3.2,0.281,0.4,1.6,0.25,0.5,1.6,0.313,0.344,0.7,0.8,0.875,0.3,0.9,1.2,1.3,0.4,0.0,0.1,0.5,2.9
PF,28,26,26,34.5,8.0,15.4,0.518,1.8,4.2,0.426,6.2,11.2,0.551,0.575,3.1,3.5,0.9,1.3,6.5,7.7,3.1,0.8,0.8,2.0,2.1,20.8
PF,20,80,33,17.3,2.4,5.5,0.438,0.6,1.6,0.383,1.8,3.9,0.461,0.494,0.7,1.0,0.695,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1
SG,25,8,2,15.4,2.4,6.0,0.396,1.0,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6.0
PF,25,6,0,7.2,0.5,2.3,0.214,0.2,1.8,0.091,0.3,0.5,0.667,0.25,0.3,0.3,1.0,0.0,1.5,1.5,0.3,0.3,0.2,0.2,0.2,1.5
SG,23,79,79,32.3,6.0,13.9,0.433,1.4,4.1,0.347,4.6,9.8,0.468,0.483,2.1,2.6,0.804,1.2,2.8,4.0,2.4,1.1,0.1,1.7,2.1,15.5
PF,35,6,0,3.7,0.2,0.2,1.0,0.2,0.2,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.2,0.8,1.0,0.2,0.0,0.0,0.0,0.0,0.5
PF,26,78,78,32.1,5.3,11.1,0.479,0.8,2.4,0.326,4.6,8.8,0.52,0.513,1.2,1.6,0.752,1.8,5.0,6.8,0.8,0.5,1.9,1.4,2.7,12.6
SF,20,79,9,17.9,2.3,5.3,0.433,0.8,2.4,0.349,1.4,2.9,0.504,0.513,0.6,0.7,0.907,0.4,1.9,2.2,1.4,0.5,0.2,1.2,1.6,6.1
SG,22,3,0,2.7,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0
PF,25,18,0,10.7,1.0,1.8,0.563,0.0,0.0,0.0,1.0,1.8,0.563,0.563,0.4,0.9,0.412,0.7,1.7,2.3,0.3,0.2,0.1,0.4,1.6,2.4
C,32,2,0,12.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.5,3.0,2.0
PF,31,20,20,31.3,4.1,11.1,0.365,2.0,6.2,0.315,2.1,4.9,0.429,0.453,2.2,3.1,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
SF,21,13,0,15.8,1.7,4.8,0.355,0.8,2.8,0.306,0.8,2.0,0.423,0.444,0.5,0.9,0.583,0.6,2.8,3.5,1.0,0.2,0.2,0.9,1.8,4.8
SG,28,21,2,21.0,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.533,0.5,0.7,0.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3
C,25,57,1,16.8,2.9,5.1,0.564,0.0,0.0,0.0,2.9,5.1,0.566,0.564,1.2,2.1,0.59,1.5,2.4,3.9,0.9,0.3,1.9,1.1,2.3,7.0
PG,20,6,0,9.3,0.2,1.5,0.111,0.2,0.3,0.5,0.0,1.2,0.0,0.167,0.7,0.7,1.0,0.0,1.7,1.7,0.2,0.0,0.2,0.5,0.5,1.2
SG,31,8,8,36.3,7.5,16.9,0.444,3.1,9.0,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8
PG,22,8,3,18.0,2.8,8.1,0.338,0.4,2.1,0.176,2.4,6.0,0.396,0.362,2.5,4.6,0.541,0.3,2.4,2.6,2.5,0.4,0.0,3.6,1.4,8.4
C,30,12,3,13.0,1.6,4.2,0.38,0.0,0.0,0.0,1.6,4.2,0.38,0.38,1.3,1.7,0.8,0.6,1.2,1.8,0.9,0.1,0.0,0.8,1.8,4.5
SF,24,59,3,14.7,1.6,3.5,0.447,0.4,1.3,0.324,1.2,2.3,0.515,0.505,0.6,0.7,0.857,0.7,2.2,2.8,1.0,0.6,0.2,0.6,1.2,4.2
SF,35,31,30,22.7,2.5,6.1,0.41,1.3,3.2,0.394,1.2,2.9,0.427,0.513,0.9,1.2,0.784,0.3,2.4,2.7,1.3,0.5,0.3,0.8,2.1,7.2
SF,35,17,1,10.4,1.5,3.5,0.424,0.2,1.1,0.167,1.3,2.4,0.537,0.449,0.6,0.7,0.833,0.3,1.0,1.3,0.6,0.5,0.1,0.2,1.1,3.7
PG,24,82,7,24.8,2.8,7.2,0.393,0.9,2.7,0.344,1.9,4.4,0.423,0.458,1.0,1.4,0.754,0.5,3.0,3.5,2.5,0.9,0.3,0.7,2.2,7.6
PF,22,6,0,4.8,0.3,0.8,0.4,0.0,0.0,0.0,0.3,0.8,0.4,0.4,0.2,0.2,1.0,0.3,0.3,0.7,0.0,0.0,0.2,0.0,0.3,0.8
PF,24,10,0,9.4,1.4,3.7,0.378,0.8,2.3,0.348,0.6,1.4,0.429,0.486,0.1,0.2,0.5,0.3,1.9,2.2,0.3,0.1,0.3,0.4,1.2,3.7
PG,35,46,7,13.7,1.1,2.8,0.38,0.5,1.3,0.387,0.5,1.5,0.373,0.473,0.3,0.3,0.938,0.2,1.3,1.5,1.6,0.3,0.0,0.7,1.4,3.0
PF,26,10,0,18.1,3.5,8.0,0.438,1.1,3.5,0.314,2.4,4.5,0.533,0.506,2.3,2.4,0.958,0.7,3.3,4.0,1.2,1.0,0.2,1.4,2.0,10.4
C,23,26,26,33.6,7.4,12.9,0.573,0.1,0.2,0.4,7.3,12.7,0.576,0.576,5.1,6.0,0.841,1.9,7.3,9.2,5.3,1.0,1.0,3.0,2.6,19.9
PG,24,22,1,8.9,1.5,3.5,0.436,0.5,1.0,0.455,1.1,2.5,0.429,0.5,1.0,1.3,0.75,0.2,0.7,0.9,1.1,0.1,0.0,0.7,0.8,4.5
SF,27,22,1,15.7,1.8,4.2,0.43,0.7,2.0,0.372,1.1,2.3,0.48,0.516,1.0,1.0,0.913,0.3,1.3,1.6,0.9,0.1,0.1,0.5,1.0,5.3
PG,19,7,7,21.1,1.9,6.7,0.277,0.7,2.9,0.25,1.1,3.9,0.296,0.33,0.1,0.3,0.5,0.1,1.0,1.1,3.6,0.3,0.0,2.4,2.1,4.6
SG,30,27,14,20.8,3.1,7.4,0.427,1.2,3.4,0.348,2.0,4.0,0.495,0.508,1.1,1.4,0.744,0.3,2.4,2.7,3.3,0.7,0.1,1.0,1.9,8.6
PF,37,75,75,31.5,6.6,14.8,0.448,1.7,4.6,0.368,5.0,10.3,0.483,0.504,3.3,3.7,0.893,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,18.3
SG,26,59,22,21.4,3.2,6.6,0.481,0.8,1.8,0.452,2.4,4.8,0.491,0.541,0.4,0.6,0.629,0.3,1.9,2.3,1.7,0.6,0.3,0.9,1.7,7.5
SG,26,51,15,14.1,1.3,3.5,0.376,0.5,1.7,0.267,0.9,1.8,0.478,0.441,0.4,0.6,0.759,0.3,1.4,1.7,0.8,0.4,0.3,0.8,1.1,3.5
PF,25,19,19,29.1,4.8,11.2,0.427,1.6,4.4,0.369,3.2,6.8,0.465,0.5,2.6,4.2,0.613,1.7,5.5,7.2,4.2,0.7,0.8,2.8,2.0,13.8
SG,22,23,3,19.2,3.3,8.2,0.41,1.0,3.8,0.276,2.3,4.4,0.525,0.473,1.1,1.4,0.781,0.2,2.4,2.7,2.0,1.1,0.3,1.3,1.7,8.8
C,26,82,39,27.1,3.8,7.1,0.532,0.1,0.2,0.3,3.7,6.8,0.54,0.537,2.5,3.0,0.827,1.9,5.2,7.1,1.7,1.1,1.2,1.7,2.7,10.1
PG,26,11,0,9.7,0.8,2.2,0.375,0.5,1.5,0.375,0.3,0.7,0.375,0.5,0.4,0.5,0.8,0.1,1.9,2.0,1.5,0.3,0.0,0.2,0.9,2.5
SG,24,29,28,32.8,7.7,17.0,0.455,3.4,8.7,0.398,4.3,8.3,0.515,0.557,2.0,2.4,0.843,0.9,4.0,4.9,2.5,0.9,0.2,1.7,1.7,20.9
SF,27,61,51,29.5,5.2,10.7,0.492,1.7,4.1,0.414,3.5,6.6,0.54,0.571,1.5,2.2,0.684,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,13.7
SG,22,26,13,30.2,5.5,12.5,0.44,3.2,7.2,0.447,2.3,5.3,0.431,0.569,1.1,1.4,0.784,0.5,1.6,2.1,1.4,0.7,0.2,0.7,1.5,15.3
SG,22,55,35,31.1,6.5,14.5,0.449,1.9,4.9,0.387,4.6,9.6,0.481,0.515,2.5,3.2,0.767,0.7,2.7,3.4,2.9,1.0,0.2,2.0,2.1,17.4
SF,28,80,9,20.8,2.6,6.4,0.404,1.3,3.9,0.333,1.3,2.6,0.51,0.504,0.4,0.6,0.652,0.5,2.6,3.1,0.6,1.1,0.7,0.7,2.2,6.9
SF,27,68,2,14.4,1.3,3.3,0.389,0.4,1.4,0.309,0.8,1.8,0.452,0.457,0.4,0.6,0.659,0.7,1.3,2.1,0.4,0.4,0.1,0.5,1.8,3.4
PG,25,79,79,30.7,6.8,15.7,0.434,1.5,4.2,0.353,5.3,11.5,0.464,0.482,3.7,4.3,0.864,0.7,2.5,3.2,6.2,0.7,0.1,2.8,2.4,18.8
C,28,28,0,23.4,4.8,9.0,0.528,1.6,3.6,0.441,3.1,5.4,0.587,0.617,2.5,3.3,0.75,2.0,4.8,6.8,1.0,0.5,2.1,0.7,2.7,13.6
PF,22,5,0,3.2,0.2,0.6,0.333,0.2,0.4,0.5,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.2,0.6
SF,23,28,28,34.8,8.2,17.5,0.466,2.5,6.3,0.4,5.7,11.3,0.503,0.538,4.7,5.4,0.874,0.6,4.8,5.4,4.8,0.6,0.9,2.5,1.8,23.6
C,33,52,36,14.7,2.4,4.3,0.566,0.0,0.0,0.0,2.4,4.3,0.566,0.566,1.0,1.3,0.746,1.3,3.0,4.3,0.5,0.3,0.8,0.9,1.8,5.8
